ts_ms,sta,status_code,latency_ms,ap,rssi_dbm
1772910886282,sta2,200,6.19,02:00:00:00:02:00,-64.0
1772910886419,sta2,200,6.832,02:00:00:00:02:00,-64.0
1772910886555,sta2,200,7.156,02:00:00:00:02:00,-64.0
1772910886693,sta2,200,6.998,02:00:00:00:02:00,-64.0
1772910886831,sta2,200,8.357,02:00:00:00:02:00,-64.0
1772910886970,sta2,200,7.507,02:00:00:00:02:00,-64.0
1772910887109,sta2,200,8.537,02:00:00:00:02:00,-64.0
1772910887247,sta2,200,3.815,02:00:00:00:02:00,-64.0
1772910887380,sta2,200,5.313,02:00:00:00:02:00,-64.0
1772910887515,sta2,200,6.26,02:00:00:00:02:00,-64.0
1772910887653,sta2,200,6.355,02:00:00:00:02:00,-64.0
1772910887789,sta2,200,6.504,02:00:00:00:02:00,-64.0
1772910887926,sta2,200,7.3,02:00:00:00:02:00,-64.0
1772910888066,sta2,200,6.919,02:00:00:00:02:00,-64.0
1772910888205,sta2,200,6.805,02:00:00:00:02:00,-64.0
1772910888342,sta2,200,5.93,02:00:00:00:02:00,-64.0
1772910888477,sta2,200,6.392,02:00:00:00:02:00,-64.0
1772910888615,sta2,200,7.31,02:00:00:00:02:00,-64.0
1772910888753,sta2,200,4.567,02:00:00:00:02:00,-64.0
1772910888887,sta2,200,7.579,02:00:00:00:02:00,-64.0
1772910889026,sta2,200,6.688,02:00:00:00:02:00,-64.0
